railroadcode,railroadname,reportmonth,reportyear,statecode,statename,countycode,countyname,freighttrainmiles,passengertrainmiles,yardswitchingmiles,othertrainmiles,totalmiles,employeemanhours,passengermiles,passengerstransported,locomotivetrainmiles,motortrainmiles,railroadtype,district,railroad_grouping,railroad_smt_grouping,railroad_class,parent_railroad_code,parent_railroad_name,railroad_holding_company,report_key,narrative
LI,Long Island Rail Road,01,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9604.0,0.0,695234.0,1126600.0,166380925.0,5992008.0,142730.0,542900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011991,
LI,Long Island Rail Road,02,1991,36,NEW YORK,81,QUEENS,0.0,0.0,8484.0,0.0,614084.0,927260.0,152796091.0,5564345.0,127500.0,478100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021991,
LI,Long Island Rail Road,03,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9406.0,0.0,680906.0,1051225.0,145981380.0,5404569.0,141300.0,530200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031991,
LI,Long Island Rail Road,04,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9366.0,0.0,677966.0,1063889.0,168561124.0,5984889.0,139700.0,528900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041991,
LI,Long Island Rail Road,05,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9573.0,0.0,692973.0,952317.0,170508490.0,6146835.0,140100.0,543300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051991,
LI,Long Island Rail Road,06,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9572.0,0.0,692872.0,1006029.0,164610182.0,5870451.0,167600.0,515700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061991,
LI,Long Island Rail Road,07,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9800.0,0.0,709400.0,1213589.0,173765861.0,6143192.0,149300.0,550300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071991,
LI,Long Island Rail Road,08,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9777.0,0.0,707777.0,1111403.0,173029287.0,6012427.0,148100.0,549900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081991,
LI,Long Island Rail Road,09,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9247.0,0.0,669347.0,1177920.0,148640980.0,5707617.0,138900.0,521200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091991,
LI,Long Island Rail Road,10,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9713.0,0.0,703113.0,1163271.0,173365264.0,6298984.0,144300.0,549100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101991,
LI,Long Island Rail Road,11,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9035.0,0.0,654035.0,1082731.0,149203754.0,5443658.0,135300.0,509700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111991,
LI,Long Island Rail Road,12,1991,36,NEW YORK,81,QUEENS,0.0,0.0,9483.0,0.0,686483.0,1136439.0,134808770.0,5914488.0,140300.0,536700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121991,
LI,Long Island Rail Road,01,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9640.0,0.0,697840.0,974236.0,165033839.0,5842340.0,142400.0,545800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011992,
LI,Long Island Rail Road,02,1992,36,NEW YORK,81,QUEENS,0.0,0.0,8762.0,0.0,634262.0,865845.0,135477891.0,5179630.0,129800.0,495700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021992,
LI,Long Island Rail Road,03,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9616.0,0.0,696116.0,935488.0,154020583.0,5884405.0,140200.0,546300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031992,
LI,Long Island Rail Road,04,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9412.0,0.0,681312.0,992880.0,155346592.0,5971641.0,136900.0,535000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041992,
LI,Long Island Rail Road,05,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9335.0,0.0,675735.0,1033815.0,148571037.0,5610938.0,141100.0,525300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051992,
LI,Long Island Rail Road,06,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9419.0,0.0,681819.0,1021808.0,165872168.0,6105966.0,140600.0,531800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061992,
LI,Long Island Rail Road,07,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9877.0,0.0,714977.0,979779.0,164561681.0,6153694.0,149400.0,555700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071992,
LI,Long Island Rail Road,08,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9534.0,0.0,690134.0,1032198.0,159171642.0,5691381.0,147300.0,533300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081992,
LI,Long Island Rail Road,09,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9369.0,0.0,678169.0,948030.0,162789167.0,5967250.0,148100.0,520700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091992,
LI,Long Island Rail Road,10,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9625.0,0.0,696725.0,1057787.0,160716027.0,6112059.0,150300.0,536800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101992,
LI,Long Island Rail Road,11,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9138.0,0.0,661438.0,938690.0,146218373.0,5553080.0,140900.0,511400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111992,
LI,Long Island Rail Road,12,1992,36,NEW YORK,81,QUEENS,0.0,0.0,9660.0,0.0,699260.0,1000172.0,162377521.0,6109212.0,146500.0,543100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121992,
LI,Long Island Rail Road,12,1990,36,NEW YORK,81,QUEENS,0.0,0.0,6620.0,0.0,668620.0,928332.0,158763415.0,5691062.0,139000.0,523000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121990,
LI,Long Island Rail Road,11,1990,36,NEW YORK,81,QUEENS,0.0,0.0,8124.0,0.0,665124.0,894199.0,159443923.0,5877959.0,137800.0,519200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111990,
LI,Long Island Rail Road,01,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9322.0,0.0,674822.0,875637.0,165033839.0,5573266.0,140400.0,525100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011993,
LI,Long Island Rail Road,02,1993,36,NEW YORK,81,QUEENS,0.0,0.0,8562.0,0.0,619762.0,909456.0,137801201.0,5112940.0,128300.0,482900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021993,
LI,Long Island Rail Road,03,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9769.0,0.0,707169.0,1221185.0,173275581.0,6201963.0,145300.0,552100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031993,
LI,Long Island Rail Road,04,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9423.0,0.0,682123.0,1008638.0,164142881.0,6019775.0,140200.0,532500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041993,
LI,Long Island Rail Road,05,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9339.0,0.0,676039.0,1035252.0,158907181.0,5751104.0,141400.0,525300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051993,
LI,Long Island Rail Road,06,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9574.0,0.0,693074.0,1007746.0,177376592.0,6310091.0,146600.0,536900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061993,
LI,Long Island Rail Road,07,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9686.0,0.0,701186.0,963582.0,171879399.0,6132683.0,150000.0,541500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071993,
LI,Long Island Rail Road,08,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9801.0,0.0,709501.0,1058770.0,180070851.0,6205730.0,151200.0,548500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081993,
LI,Long Island Rail Road,09,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9325.0,0.0,675025.0,1055120.0,170027810.0,6006399.0,140900.0,524800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091993,
LI,Long Island Rail Road,10,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9397.0,0.0,680197.0,980962.0,167021952.0,6073098.0,139700.0,531100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101993,
LI,Long Island Rail Road,11,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9166.0,0.0,663466.0,1047613.0,161270979.0,5920040.0,135100.0,519200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111993,
LI,Long Island Rail Road,12,1993,36,NEW YORK,81,QUEENS,0.0,0.0,9675.0,0.0,700375.0,992605.0,174775964.0,6304476.0,141900.0,548800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121993,
LI,Long Island Rail Road,11,1982,36,NEW YORK,81,QUEENS,0.0,0.0,64800.0,0.0,716033.0,972673.0,190773881.0,6918988.0,190320.0,460913.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111982,
LI,Long Island Rail Road,12,1982,36,NEW YORK,81,QUEENS,0.0,0.0,68092.0,0.0,756427.0,1099962.0,196768828.0,7106973.0,201371.0,486964.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121982,
LI,Long Island Rail Road,01,1976,36,NEW YORK,81,QUEENS,0.0,0.0,62234.0,0.0,1126961.0,1062393.0,112914642.0,4012012.0,155803.0,908924.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011976,
LI,Long Island Rail Road,02,1976,36,NEW YORK,81,QUEENS,0.0,0.0,73141.0,0.0,1085093.0,907231.0,102061717.0,3694435.0,144363.0,867589.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021976,
LI,Long Island Rail Road,03,1976,36,NEW YORK,81,QUEENS,0.0,0.0,76145.0,0.0,1233415.0,956816.0,109214365.0,3979260.0,162662.0,994608.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031976,
LI,Long Island Rail Road,04,1976,36,NEW YORK,81,QUEENS,0.0,0.0,81004.0,0.0,1178851.0,1164782.0,109774999.0,3957664.0,156265.0,941582.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041976,
LI,Long Island Rail Road,05,1976,36,NEW YORK,81,QUEENS,0.0,0.0,76240.0,0.0,1187670.0,918898.0,111512570.0,3969772.0,159012.0,952418.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051976,
LI,Long Island Rail Road,06,1976,36,NEW YORK,81,QUEENS,0.0,0.0,81437.0,0.0,1200195.0,929873.0,120626598.0,4290451.0,160756.0,958002.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061976,
LI,Long Island Rail Road,07,1976,36,NEW YORK,81,QUEENS,0.0,0.0,80293.0,0.0,1190638.0,1075617.0,104586155.0,3839104.0,161443.0,948902.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071976,
LI,Long Island Rail Road,08,1976,36,NEW YORK,81,QUEENS,0.0,0.0,66609.0,0.0,1229524.0,878246.0,116977621.0,4055736.0,161232.0,1001683.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081976,
LI,Long Island Rail Road,09,1976,36,NEW YORK,81,QUEENS,0.0,0.0,78767.0,0.0,1170791.0,879173.0,110434106.0,4030463.0,156260.0,935764.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091976,
LI,Long Island Rail Road,10,1976,36,NEW YORK,81,QUEENS,0.0,0.0,61841.0,0.0,1186779.0,1129853.0,114736052.0,4139371.0,159201.0,965737.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101976,
LI,Long Island Rail Road,11,1976,36,NEW YORK,81,QUEENS,0.0,0.0,79481.0,0.0,1170508.0,866410.0,108992505.0,4140491.0,153845.0,937182.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111976,
LI,Long Island Rail Road,12,1976,36,NEW YORK,81,QUEENS,0.0,0.0,61188.0,0.0,1190870.0,998026.0,117329131.0,4099273.0,158605.0,971077.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121976,
NYA,New York & Atlantic Railway Company,12,1997,36,NEW YORK,81,QUEENS,7541.0,0.0,0.0,0.0,7541.0,4889.0,0.0,0.0,0.0,0.0,3L,1,Shortline,SMT-2 - Shortline – East,Class 3,NYA,New York & Atlantic Railway Company,Anacostia R,NYA121997,
LI,Long Island Rail Road,01,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9373.0,0.0,678473.0,1031584.0,156752665.0,5699646.0,139600.0,529500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011994,
LI,Long Island Rail Road,02,1994,36,NEW YORK,81,QUEENS,0.0,0.0,8190.0,0.0,592790.0,1038027.0,150904269.0,5321668.0,127300.0,457300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021994,
LI,Long Island Rail Road,03,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9712.0,0.0,703012.0,1082866.0,175767665.0,6385853.0,144500.0,548800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031994,
LI,Long Island Rail Road,04,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9213.0,0.0,666913.0,1011386.0,168448833.0,6075585.0,137900.0,519800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041994,
LI,Long Island Rail Road,05,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9455.0,0.0,684455.0,1076809.0,174512598.0,6253114.0,143200.0,531800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051994,
LI,Long Island Rail Road,06,1994,36,NEW YORK,81,QUEENS,0.0,0.0,8961.0,0.0,648661.0,995464.0,171097813.0,6108110.0,136700.0,503000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061994,
LI,Long Island Rail Road,07,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9559.0,0.0,691959.0,967681.0,172690684.0,6051685.0,148900.0,533500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071994,
LI,Long Island Rail Road,08,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9994.0,0.0,723494.0,1099818.0,188287112.0,6610338.0,152800.0,560700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081994,
LI,Long Island Rail Road,09,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9481.0,0.0,686281.0,1043156.0,171707375.0,6112618.0,145300.0,531500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091994,
LI,Long Island Rail Road,10,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9514.0,0.0,688714.0,1089030.0,172145977.0,6207856.0,141000.0,538200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101994,
LI,Long Island Rail Road,11,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9315.0,0.0,674315.0,922625.0,166870712.0,6011258.0,136900.0,528100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111994,
LI,Long Island Rail Road,12,1994,36,NEW YORK,81,QUEENS,0.0,0.0,9702.0,0.0,702302.0,936057.0,175379784.0,6370817.0,143600.0,549000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121994,
LI,Long Island Rail Road,01,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9677.0,0.0,700477.0,1026851.0,165795905.0,5994642.0,143400.0,547400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011995,
LI,Long Island Rail Road,02,1995,36,NEW YORK,81,QUEENS,0.0,0.0,8603.0,0.0,622703.0,923661.0,147859560.0,5343177.0,127900.0,486200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021995,
LI,Long Island Rail Road,03,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9791.0,0.0,708791.0,980533.0,180582751.0,6527842.0,144500.0,554500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031995,
LI,Long Island Rail Road,04,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9108.0,0.0,659308.0,941343.0,162917762.0,5878434.0,133900.0,516300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041995,
LI,Long Island Rail Road,05,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9353.0,0.0,677053.0,923392.0,175958394.0,6175344.0,135200.0,532500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051995,
LI,Long Island Rail Road,06,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9551.0,0.0,691351.0,1043200.0,182991463.0,6474390.0,138400.0,543400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061995,
LI,Long Island Rail Road,07,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9551.0,0.0,691351.0,967768.0,173131719.0,6053049.0,142100.0,539700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071995,
LI,Long Island Rail Road,08,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9926.0,0.0,718526.0,925187.0,188917782.0,6646968.0,143000.0,565600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081995,
LI,Long Island Rail Road,09,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9203.0,0.0,666203.0,1000702.0,167797520.0,5974039.0,137900.0,519100.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091995,
LI,Long Island Rail Road,10,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9604.0,0.0,695204.0,942979.0,179683249.0,6480243.0,141000.0,544600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101995,
LI,Long Island Rail Road,11,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9314.0,0.0,674214.0,908585.0,168565538.0,6030978.0,135900.0,529000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111995,
LI,Long Island Rail Road,12,1995,36,NEW YORK,81,QUEENS,0.0,0.0,9437.0,0.0,683137.0,953742.0,167054029.0,5984737.0,139100.0,534600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121995,
LI,Long Island Rail Road,01,1996,36,NEW YORK,81,QUEENS,0.0,0.0,8625.0,0.0,624325.0,1123392.0,147378095.0,5588484.0,132200.0,483500.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011996,
LI,Long Island Rail Road,02,1996,36,NEW YORK,81,QUEENS,0.0,0.0,8895.0,0.0,643895.0,925801.0,155673411.0,5597434.0,133200.0,501800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021996,
LI,Long Island Rail Road,03,1996,36,NEW YORK,81,QUEENS,0.0,0.0,9476.0,0.0,685976.0,1061594.0,168687267.0,6176217.0,141900.0,534600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031996,
LI,Long Island Rail Road,04,1996,36,NEW YORK,81,QUEENS,0.0,0.0,9567.0,0.0,692567.0,943671.0,176457855.0,6315770.0,140200.0,542800.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041996,
LI,Long Island Rail Road,05,1996,36,NEW YORK,81,QUEENS,0.0,0.0,9656.0,0.0,698956.0,947412.0,180050636.0,6409618.0,143700.0,545600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051996,
LI,Long Island Rail Road,06,1996,36,NEW YORK,81,QUEENS,0.0,0.0,9292.0,0.0,672592.0,985772.0,173198135.0,6159620.0,140900.0,522400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061996,
LI,Long Island Rail Road,07,1996,36,NEW YORK,81,QUEENS,0.0,0.0,9860.0,0.0,713760.0,895555.0,188248506.0,6576058.0,148900.0,555000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071996,
