railroadcode,railroadname,reportmonth,reportyear,statecode,statename,countycode,countyname,freighttrainmiles,passengertrainmiles,yardswitchingmiles,othertrainmiles,totalmiles,employeemanhours,passengermiles,passengerstransported,locomotivetrainmiles,motortrainmiles,railroadtype,district,railroad_grouping,railroad_smt_grouping,railroad_class,parent_railroad_code,parent_railroad_name,railroad_holding_company,report_key,narrative
LI,Long Island Rail Road,09,1977,36,NEW YORK,81,QUEENS,0.0,0.0,79296.0,0.0,697771.0,889402.0,159264647.0,5812610.0,158640.0,459835.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091977,
LI,Long Island Rail Road,08,1977,36,NEW YORK,81,QUEENS,0.0,0.0,67056.0,0.0,722972.0,888464.0,168701502.0,5849058.0,163688.0,492228.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081977,
LI,Long Island Rail Road,07,1977,36,NEW YORK,81,QUEENS,0.0,0.0,80832.0,0.0,711025.0,1088131.0,150830914.0,5536638.0,163902.0,466291.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071977,
LI,Long Island Rail Road,06,1977,36,NEW YORK,81,QUEENS,0.0,0.0,81984.0,0.0,715952.0,940691.0,173963943.0,6187556.0,163205.0,470763.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061977,
LI,Long Island Rail Road,05,1977,36,NEW YORK,81,QUEENS,0.0,0.0,76752.0,0.0,706205.0,929589.0,160819975.0,5725083.0,161434.0,468019.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051977,
LI,Long Island Rail Road,04,1977,36,NEW YORK,81,QUEENS,0.0,0.0,81548.0,0.0,702887.0,1178333.0,158314103.0,5707621.0,158645.0,462694.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041977,
LI,Long Island Rail Road,03,1977,36,NEW YORK,81,QUEENS,0.0,0.0,76656.0,0.0,730547.0,967948.0,157505574.0,5738766.0,165140.0,488751.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031977,
LI,Long Island Rail Road,02,1977,36,NEW YORK,81,QUEENS,0.0,0.0,73632.0,0.0,646528.0,917786.0,147190247.0,5328000.0,146562.0,426334.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021977,
LI,Long Island Rail Road,01,1977,36,NEW YORK,81,QUEENS,0.0,0.0,62652.0,0.0,667474.0,1074753.0,162842000.0,5786000.0,158176.0,446646.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011977,
LI,Long Island Rail Road,12,1978,36,NEW YORK,81,QUEENS,0.0,0.0,68841.0,0.0,687702.0,1055353.0,175077830.0,6179425.0,167537.0,451324.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121978,
LI,Long Island Rail Road,11,1978,36,NEW YORK,81,QUEENS,0.0,0.0,79995.0,0.0,691091.0,902516.0,166507837.0,6114682.0,163482.0,447614.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111978,
LI,Long Island Rail Road,10,1978,36,NEW YORK,81,QUEENS,0.0,0.0,83904.0,0.0,728731.0,1171250.0,172024683.0,6231957.0,171659.0,473168.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101978,
LI,Long Island Rail Road,08,1978,36,NEW YORK,81,QUEENS,0.0,0.0,60883.0,0.0,715107.0,925116.0,170363125.0,6069578.0,180238.0,473986.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081978,
LI,Long Island Rail Road,09,1978,36,NEW YORK,81,QUEENS,0.0,0.0,79083.0,0.0,690466.0,905268.0,175308507.0,6204672.0,167214.0,444169.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091978,
LI,Long Island Rail Road,07,1978,36,NEW YORK,81,QUEENS,0.0,0.0,59394.0,0.0,675835.0,1129191.0,165631954.0,5988687.0,168129.0,448312.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071978,
LI,Long Island Rail Road,06,1978,36,NEW YORK,81,QUEENS,0.0,0.0,78576.0,0.0,711174.0,930200.0,179036335.0,6392469.0,162253.0,470345.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061978,
LI,Long Island Rail Road,05,1978,36,NEW YORK,81,QUEENS,0.0,0.0,78576.0,0.0,711174.0,914551.0,169622410.0,6162266.0,162253.0,470345.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051978,
LI,Long Island Rail Road,04,1978,36,NEW YORK,81,QUEENS,0.0,0.0,59952.0,0.0,678923.0,1175476.0,165115495.0,5885017.0,156629.0,462342.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041978,
LI,Long Island Rail Road,03,1978,36,NEW YORK,81,QUEENS,0.0,0.0,64606.0,0.0,715502.0,953782.0,166492052.0,6007143.0,162425.0,488471.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031978,
LI,Long Island Rail Road,02,1978,36,NEW YORK,81,QUEENS,0.0,0.0,66624.0,0.0,595997.0,939746.0,139827872.0,5262452.0,137550.0,391823.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021978,
LI,Long Island Rail Road,01,1978,36,NEW YORK,81,QUEENS,0.0,0.0,62652.0,0.0,667289.0,1156004.0,119251800.0,5957000.0,158176.0,446461.0,1L,,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011978,
LI,Long Island Rail Road,12,1979,36,NEW YORK,81,QUEENS,0.0,0.0,54128.0,0.0,543455.0,876665.0,121644016.0,4447573.0,132128.0,357199.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121979,
LI,Long Island Rail Road,11,1979,36,NEW YORK,81,QUEENS,0.0,0.0,72288.0,0.0,683694.0,904006.0,193771185.0,6949573.0,169412.0,441994.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111979,
LI,Long Island Rail Road,10,1979,36,NEW YORK,81,QUEENS,0.0,0.0,77712.0,0.0,748686.0,1200109.0,193970626.0,6833905.0,182510.0,488464.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101979,
LI,Long Island Rail Road,09,1979,36,NEW YORK,81,QUEENS,0.0,0.0,70128.0,0.0,721774.0,925482.0,185509086.0,6742586.0,183721.0,467925.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091979,
LI,Long Island Rail Road,08,1979,36,NEW YORK,81,QUEENS,0.0,0.0,78096.0,0.0,731572.0,925901.0,192771849.0,6813934.0,188120.0,465356.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081979,
LI,Long Island Rail Road,07,1979,36,NEW YORK,81,QUEENS,0.0,0.0,75360.0,0.0,730810.0,1142048.0,198040234.0,7139650.0,179321.0,476129.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071979,
LI,Long Island Rail Road,06,1979,36,NEW YORK,81,QUEENS,0.0,0.0,73392.0,0.0,714872.0,963317.0,198623092.0,7136807.0,174006.0,467474.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061979,
LI,Long Island Rail Road,05,1979,36,NEW YORK,81,QUEENS,0.0,0.0,77040.0,0.0,717914.0,934118.0,185012622.0,6604537.0,173742.0,467132.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051979,
LI,Long Island Rail Road,04,1979,36,NEW YORK,81,QUEENS,0.0,0.0,73632.0,0.0,690079.0,1181240.0,174496756.0,6284475.0,165859.0,450588.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041979,
LI,Long Island Rail Road,03,1979,36,NEW YORK,81,QUEENS,0.0,0.0,75984.0,0.0,716491.0,972732.0,179213748.0,6422188.0,170054.0,470453.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031979,
LI,Long Island Rail Road,02,1979,36,NEW YORK,81,QUEENS,0.0,0.0,67536.0,0.0,637971.0,937581.0,161977189.0,5796649.0,152943.0,417492.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021979,
LI,Long Island Rail Road,01,1979,36,NEW YORK,81,QUEENS,0.0,0.0,76368.0,0.0,716825.0,1040730.0,174737500.0,6314000.0,170052.0,470405.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011979,
LI,Long Island Rail Road,12,1980,36,NEW YORK,81,QUEENS,0.0,0.0,83286.0,0.0,744790.0,1000298.0,188760746.0,6867848.0,177229.0,484275.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121980,
LI,Long Island Rail Road,11,1980,36,NEW YORK,81,QUEENS,0.0,0.0,77964.0,0.0,691878.0,1196747.0,178418238.0,6530516.0,165928.0,447986.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111980,
LI,Long Island Rail Road,10,1980,36,NEW YORK,81,QUEENS,0.0,0.0,76086.0,0.0,746971.0,993629.0,191099785.0,6907102.0,181984.0,488901.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101980,
LI,Long Island Rail Road,09,1980,36,NEW YORK,81,QUEENS,0.0,0.0,71136.0,0.0,721219.0,1004038.0,189635295.0,6835340.0,187618.0,462465.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091980,
LI,Long Island Rail Road,08,1980,36,NEW YORK,81,QUEENS,0.0,0.0,72960.0,0.0,732299.0,929730.0,193068860.0,6760101.0,188960.0,470379.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081980,
LI,Long Island Rail Road,07,1980,36,NEW YORK,81,QUEENS,0.0,0.0,74688.0,0.0,748683.0,1146024.0,193583343.0,6978568.0,191935.0,482060.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071980,
LI,Long Island Rail Road,06,1980,36,NEW YORK,81,QUEENS,0.0,0.0,71213.0,0.0,722552.0,996656.0,208919683.0,7418992.0,184737.0,466602.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061980,
LI,Long Island Rail Road,05,1980,36,NEW YORK,81,QUEENS,0.0,0.0,73536.0,0.0,729977.0,1411802.0,184619790.0,6758316.0,186680.0,469761.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051980,
LI,Long Island Rail Road,04,1980,36,NEW YORK,81,QUEENS,0.0,0.0,69528.0,0.0,717493.0,1124749.0,170200733.0,6156410.0,166943.0,481022.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041980,
LI,Long Island Rail Road,03,1980,36,NEW YORK,81,QUEENS,0.0,0.0,73820.0,0.0,719512.0,1338190.0,189454423.0,6718528.0,178110.0,467582.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031980,
LI,Long Island Rail Road,02,1980,36,NEW YORK,81,QUEENS,0.0,0.0,69360.0,0.0,689042.0,934347.0,175646029.0,6294013.0,167194.0,452488.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021980,
LI,Long Island Rail Road,01,1980,36,NEW YORK,81,QUEENS,0.0,0.0,75408.0,0.0,732990.0,995103.0,186139600.0,6615000.0,180279.0,477303.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011980,
LI,Long Island Rail Road,12,1981,36,NEW YORK,81,QUEENS,0.0,0.0,75382.0,0.0,733272.0,1042036.0,188749638.0,6868897.0,179329.0,478561.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121981,
LI,Long Island Rail Road,11,1981,36,NEW YORK,81,QUEENS,0.0,0.0,74610.0,0.0,698711.0,1186333.0,190934064.0,6880906.0,167603.0,456498.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111981,
LI,Long Island Rail Road,10,1981,36,NEW YORK,81,QUEENS,0.0,0.0,76176.0,0.0,767498.0,987953.0,186026203.0,6832284.0,201861.0,489461.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101981,
LI,Long Island Rail Road,09,1981,36,NEW YORK,81,QUEEN,0.0,0.0,69504.0,0.0,753042.0,963121.0,193980696.0,6808300.0,201983.0,481555.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091981,
LI,Long Island Rail Road,08,1981,36,NEW YORK,81,QUEENS,0.0,0.0,70826.0,0.0,791080.0,1202256.0,186806200.0,6770000.0,214380.0,505874.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081981,
LI,Long Island Rail Road,07,1981,36,NEW YORK,81,QUEENS,0.0,0.0,72197.0,0.0,797760.0,938641.0,200939559.0,7242159.0,220764.0,504799.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071981,
LI,Long Island Rail Road,06,1981,36,NEW YORK,81,QUEENS,0.0,0.0,70402.0,0.0,767600.0,1006852.0,205357773.0,7443187.0,212569.0,484629.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061981,
LI,Long Island Rail Road,05,1981,36,NEW YORK,81,QUEENS,0.0,0.0,73857.0,0.0,706526.0,1221683.0,195512835.0,7115547.0,172463.0,460206.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051981,
LI,Long Island Rail Road,04,1981,36,NEW YORK,81,QUEENS,0.0,0.0,73728.0,0.0,722283.0,982987.0,188544905.0,6865730.0,173163.0,475392.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041981,
LI,Long Island Rail Road,03,1981,36,NEW YORK,81,QUEENS,0.0,0.0,75264.0,0.0,737179.0,1273224.0,200374510.0,7110497.0,177394.0,484521.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031981,
LI,Long Island Rail Road,02,1981,36,NEW YORK,81,QUEENS,0.0,0.0,64992.0,0.0,653263.0,949456.0,175717918.0,6579542.0,158160.0,430111.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021981,
LI,Long Island Rail Road,01,1983,36,NEW YORK,81,QUEENS,0.0,0.0,67012.0,0.0,631025.0,1119026.0,195466800.0,6939000.0,169246.0,394767.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011983,
LI,Long Island Rail Road,01,1981,36,NEW YORK,81,QUEENS,0.0,0.0,71760.0,0.0,423221.0,963677.0,185133600.0,6708000.0,175233.0,176228.0,1L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011981,
LI,Long Island Rail Road,02,1983,36,NEW YORK,81,QUEENS,0.0,0.0,66112.0,0.0,583962.0,989862.0,181787193.0,6699853.0,154867.0,362983.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021983,
LI,Long Island Rail Road,03,1983,36,NEW YORK,81,QUEENS,0.0,0.0,66240.0,0.0,647428.0,1016955.0,193487970.0,7034846.0,169488.0,411700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031983,
LI,Long Island Rail Road,04,1983,36,NEW YORK,81,QUEENS,0.0,0.0,63408.0,0.0,615696.0,1240636.0,190962648.0,6964607.0,164588.0,387700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041983,
LI,Long Island Rail Road,05,1983,36,NEW YORK,81,QUEENS,0.0,0.0,63840.0,0.0,639106.0,1198929.0,196474665.0,7121946.0,172266.0,403000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051983,
LI,Long Island Rail Road,06,1983,36,NEW YORK,81,QUEENS,0.0,0.0,65040.0,0.0,643724.0,1000670.0,204948309.0,7410544.0,172284.0,406400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061983,
LI,Long Island Rail Road,07,1983,36,NEW YORK,81,QUEENS,0.0,0.0,62208.0,0.0,637542.0,1152697.0,201854168.0,7262794.0,175034.0,400300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071983,
LI,Long Island Rail Road,08,1983,36,NEW YORK,81,QUEENS,0.0,0.0,67632.0,0.0,663542.0,943737.0,204487656.0,7231758.0,178710.0,417200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081983,
LI,Long Island Rail Road,09,1983,36,NEW YORK,81,QUEENS,0.0,0.0,63840.0,0.0,636143.0,943247.0,202114854.0,7185418.0,170103.0,402200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091983,
LI,Long Island Rail Road,10,1983,36,NEW YORK,81,QUEENS,0.0,0.0,64752.0,0.0,643680.0,1222015.0,202240854.0,7372698.0,171928.0,407000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101983,
LI,Long Island Rail Road,11,1983,36,NEW YORK,81,QUEENS,0.0,0.0,63648.0,0.0,621814.0,917495.0,204619676.0,7331693.0,164966.0,393200.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111983,
LI,Long Island Rail Road,12,1983,36,NEW YORK,81,QUEENS,0.0,0.0,65952.0,0.0,638341.0,1077733.0,220062561.0,7445820.0,169789.0,402600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121983,
LI,Long Island Rail Road,01,1984,36,NEW YORK,81,QUEENS,0.0,0.0,66196.0,0.0,637717.0,1096198.0,173120600.0,6138000.0,170521.0,401000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011984,
LI,Long Island Rail Road,02,1984,36,NEW YORK,81,QUEENS,0.0,0.0,61104.0,0.0,597590.0,930143.0,161116868.0,5718585.0,160086.0,376400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021984,
LI,Long Island Rail Road,03,1984,36,NEW YORK,81,QUEENS,0.0,0.0,65952.0,0.0,721128.0,1007215.0,181350209.0,6394551.0,179476.0,475700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031984,
LI,Long Island Rail Road,04,1984,36,NEW YORK,81,QUEENS,0.0,0.0,63648.0,0.0,681448.0,1223158.0,173802128.0,6163000.0,169100.0,448700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI041984,
LI,Long Island Rail Road,05,1984,36,NEW YORK,81,QUEENS,0.0,0.0,67056.0,0.0,712056.0,957568.0,183524880.0,6515000.0,162100.0,482900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI051984,
LI,Long Island Rail Road,06,1984,36,NEW YORK,81,QUEENS,0.0,0.0,64040.0,0.0,711024.0,981836.0,186867450.0,6556176.0,172284.0,474700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI061984,
LI,Long Island Rail Road,08,1984,36,NEW YORK,81,QUEENS,0.0,0.0,61963.0,0.0,741308.0,952394.0,192653400.0,6668000.0,181645.0,497700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI081984,
LI,Long Island Rail Road,09,1984,36,NEW YORK,81,QUEENS,0.0,0.0,55200.0,0.0,683773.0,981878.0,169725457.0,5806230.0,169273.0,459300.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI091984,
LI,Long Island Rail Road,10,1984,36,NEW YORK,81,QUEENS,0.0,0.0,55200.0,0.0,724700.0,1268558.0,189367197.0,6694856.0,174800.0,494700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI101984,
LI,Long Island Rail Road,07,1984,36,NEW YORK,81,QUEENS,0.0,0.0,66250.0,0.0,729550.0,1150042.0,182940652.0,6368597.0,177600.0,485700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI071984,
LI,Long Island Rail Road,11,1984,36,NEW YORK,81,QUEENS,0.0,0.0,57456.0,0.0,679307.0,959449.0,169693535.0,6122044.0,164251.0,457600.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI111984,
LI,Long Island Rail Road,12,1984,36,NEW YORK,81,QUEENS,0.0,0.0,57696.0,0.0,687516.0,1163617.0,170544854.0,6039298.0,167920.0,461900.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI121984,
LI,Long Island Rail Road,01,1985,36,NEW YORK,81,QUEENS,0.0,0.0,59040.0,0.0,702436.0,1052170.0,181017681.0,6372000.0,169396.0,474000.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI011985,
LI,Long Island Rail Road,02,1985,36,NEW YORK,81,QUEENS,0.0,0.0,54480.0,0.0,627316.0,989579.0,152882027.0,5488548.0,151136.0,421700.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI021985,
LI,Long Island Rail Road,03,1985,36,NEW YORK,81,QUEENS,0.0,0.0,57421.0,0.0,686741.0,1037888.0,175185962.0,6216737.0,163920.0,465400.0,3L,1,Passenger (Formerly Commuter),"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",Class 3,LI,Long Island Rail Road,Not Assigned,LI031985,
